file_name,file_path,emotion,gender,actor_id
03-01-03-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-01-01-01.wav,happy,male,1
03-01-03-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-01-02-01.wav,happy,male,1
03-01-03-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-02-01-01.wav,happy,male,1
03-01-03-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-02-02-01.wav,happy,male,1
03-01-03-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-02-01-01-01.wav,happy,male,1
03-01-03-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-02-01-02-01.wav,happy,male,1
03-01-03-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-02-02-01-01.wav,happy,male,1
03-01-03-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-02-02-02-01.wav,happy,male,1
03-01-04-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-01-01-01-01.wav,sad,male,1
03-01-04-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-01-01-02-01.wav,sad,male,1
03-01-04-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-01-02-01-01.wav,sad,male,1
03-01-04-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-01-02-02-01.wav,sad,male,1
03-01-04-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-02-01-01-01.wav,sad,male,1
03-01-04-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-02-01-02-01.wav,sad,male,1
03-01-04-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-02-02-01-01.wav,sad,male,1
03-01-04-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-04-02-02-02-01.wav,sad,male,1
03-01-05-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-01-01-01-01.wav,angry,male,1
03-01-05-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-01-01-02-01.wav,angry,male,1
03-01-05-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-01-02-01-01.wav,angry,male,1
03-01-05-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-01-02-02-01.wav,angry,male,1
03-01-05-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-02-01-01-01.wav,angry,male,1
03-01-05-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-02-01-02-01.wav,angry,male,1
03-01-05-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-02-02-01-01.wav,angry,male,1
03-01-05-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-05-02-02-02-01.wav,angry,male,1
03-01-06-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-01-01-01-01.wav,fearful,male,1
03-01-06-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-01-01-02-01.wav,fearful,male,1
03-01-06-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-01-02-01-01.wav,fearful,male,1
03-01-06-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-01-02-02-01.wav,fearful,male,1
03-01-06-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-02-01-01-01.wav,fearful,male,1
03-01-06-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-02-01-02-01.wav,fearful,male,1
03-01-06-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-02-02-01-01.wav,fearful,male,1
03-01-06-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-06-02-02-02-01.wav,fearful,male,1
03-01-07-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-01-01-01-01.wav,disgust,male,1
03-01-07-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-01-01-02-01.wav,disgust,male,1
03-01-07-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-01-02-01-01.wav,disgust,male,1
03-01-07-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-01-02-02-01.wav,disgust,male,1
03-01-07-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-02-01-01-01.wav,disgust,male,1
03-01-07-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-02-01-02-01.wav,disgust,male,1
03-01-07-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-02-02-01-01.wav,disgust,male,1
03-01-07-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-07-02-02-02-01.wav,disgust,male,1
03-01-08-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-01-01-01-01.wav,surprised,male,1
03-01-08-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-01-01-02-01.wav,surprised,male,1
03-01-08-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-01-02-01-01.wav,surprised,male,1
03-01-08-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-01-02-02-01.wav,surprised,male,1
03-01-08-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-02-01-01-01.wav,surprised,male,1
03-01-08-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-02-01-02-01.wav,surprised,male,1
03-01-08-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-02-02-01-01.wav,surprised,male,1
03-01-08-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-08-02-02-02-01.wav,surprised,male,1
03-01-01-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-01-01-01-01-02.wav,neutral,female,2
03-01-01-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-01-01-01-02-02.wav,neutral,female,2
03-01-01-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-01-01-02-01-02.wav,neutral,female,2
03-01-01-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-01-01-02-02-02.wav,neutral,female,2
03-01-02-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-01-01-01-02.wav,calm,female,2
03-01-02-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-01-01-02-02.wav,calm,female,2
03-01-02-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-01-02-01-02.wav,calm,female,2
03-01-02-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-01-02-02-02.wav,calm,female,2
03-01-02-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-02-01-01-02.wav,calm,female,2
03-01-02-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-02-01-02-02.wav,calm,female,2
03-01-02-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-02-02-01-02.wav,calm,female,2
03-01-02-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-02-02-02-02-02.wav,calm,female,2
03-01-03-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-01-01-01-02.wav,happy,female,2
03-01-03-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-01-01-02-02.wav,happy,female,2
03-01-03-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-01-02-01-02.wav,happy,female,2
03-01-03-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-01-02-02-02.wav,happy,female,2
03-01-03-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-02-01-01-02.wav,happy,female,2
03-01-03-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-02-01-02-02.wav,happy,female,2
03-01-03-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-02-02-01-02.wav,happy,female,2
03-01-03-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-03-02-02-02-02.wav,happy,female,2
03-01-04-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-01-01-01-02.wav,sad,female,2
03-01-04-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-01-01-02-02.wav,sad,female,2
03-01-04-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-01-02-01-02.wav,sad,female,2
03-01-04-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-01-02-02-02.wav,sad,female,2
03-01-04-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-02-01-01-02.wav,sad,female,2
03-01-04-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-02-01-02-02.wav,sad,female,2
03-01-04-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-02-02-01-02.wav,sad,female,2
03-01-04-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-04-02-02-02-02.wav,sad,female,2
03-01-05-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-01-01-01-02.wav,angry,female,2
03-01-05-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-01-01-02-02.wav,angry,female,2
03-01-05-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-01-02-01-02.wav,angry,female,2
03-01-05-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-01-02-02-02.wav,angry,female,2
03-01-05-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-02-01-01-02.wav,angry,female,2
03-01-05-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-02-01-02-02.wav,angry,female,2
03-01-05-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-02-02-01-02.wav,angry,female,2
03-01-05-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-05-02-02-02-02.wav,angry,female,2
03-01-06-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-01-01-01-02.wav,fearful,female,2
03-01-06-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-01-01-02-02.wav,fearful,female,2
03-01-06-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-01-02-01-02.wav,fearful,female,2
03-01-06-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-01-02-02-02.wav,fearful,female,2
03-01-06-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-02-01-01-02.wav,fearful,female,2
03-01-06-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-02-01-02-02.wav,fearful,female,2
03-01-06-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-02-02-01-02.wav,fearful,female,2
03-01-06-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-06-02-02-02-02.wav,fearful,female,2
03-01-07-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-01-01-01-02.wav,disgust,female,2
03-01-07-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-01-01-02-02.wav,disgust,female,2
03-01-07-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-01-02-01-02.wav,disgust,female,2
03-01-07-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-01-02-02-02.wav,disgust,female,2
03-01-07-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-02-01-01-02.wav,disgust,female,2
03-01-07-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-02-01-02-02.wav,disgust,female,2
03-01-07-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-02-02-01-02.wav,disgust,female,2
03-01-07-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-07-02-02-02-02.wav,disgust,female,2
03-01-08-01-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-01-01-01-02.wav,surprised,female,2
03-01-08-01-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-01-01-02-02.wav,surprised,female,2
03-01-08-01-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-01-02-01-02.wav,surprised,female,2
03-01-08-01-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-01-02-02-02.wav,surprised,female,2
03-01-08-02-01-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-02-01-01-02.wav,surprised,female,2
03-01-08-02-01-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-02-01-02-02.wav,surprised,female,2
03-01-08-02-02-01-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-02-02-01-02.wav,surprised,female,2
03-01-08-02-02-02-02.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_02\03-01-08-02-02-02-02.wav,surprised,female,2
03-01-01-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-01-01-01-01-03.wav,neutral,male,3
03-01-01-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-01-01-01-02-03.wav,neutral,male,3
03-01-01-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-01-01-02-01-03.wav,neutral,male,3
03-01-01-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-01-01-02-02-03.wav,neutral,male,3
03-01-02-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-01-01-01-03.wav,calm,male,3
03-01-02-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-01-01-02-03.wav,calm,male,3
03-01-02-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-01-02-01-03.wav,calm,male,3
03-01-02-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-01-02-02-03.wav,calm,male,3
03-01-02-02-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-02-01-01-03.wav,calm,male,3
03-01-02-02-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-02-01-02-03.wav,calm,male,3
03-01-02-02-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-02-02-01-03.wav,calm,male,3
03-01-02-02-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-02-02-02-02-03.wav,calm,male,3
03-01-03-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-01-01-01-03.wav,happy,male,3
03-01-03-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-01-01-02-03.wav,happy,male,3
03-01-03-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-01-02-01-03.wav,happy,male,3
03-01-03-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-01-02-02-03.wav,happy,male,3
03-01-03-02-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-02-01-01-03.wav,happy,male,3
03-01-03-02-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-02-01-02-03.wav,happy,male,3
03-01-03-02-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-02-02-01-03.wav,happy,male,3
03-01-03-02-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-03-02-02-02-03.wav,happy,male,3
03-01-04-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-01-01-01-03.wav,sad,male,3
03-01-04-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-01-01-02-03.wav,sad,male,3
03-01-04-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-01-02-01-03.wav,sad,male,3
03-01-04-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-01-02-02-03.wav,sad,male,3
03-01-04-02-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-02-01-01-03.wav,sad,male,3
03-01-04-02-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-02-01-02-03.wav,sad,male,3
03-01-04-02-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-02-02-01-03.wav,sad,male,3
03-01-04-02-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-04-02-02-02-03.wav,sad,male,3
03-01-05-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-01-01-01-03.wav,angry,male,3
03-01-05-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-01-01-02-03.wav,angry,male,3
03-01-05-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-01-02-01-03.wav,angry,male,3
03-01-05-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-01-02-02-03.wav,angry,male,3
03-01-05-02-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-02-01-01-03.wav,angry,male,3
03-01-05-02-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-02-01-02-03.wav,angry,male,3
03-01-05-02-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-02-02-01-03.wav,angry,male,3
03-01-05-02-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-05-02-02-02-03.wav,angry,male,3
03-01-06-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-01-01-01-03.wav,fearful,male,3
03-01-06-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-01-01-02-03.wav,fearful,male,3
03-01-06-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-01-02-01-03.wav,fearful,male,3
03-01-06-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-01-02-02-03.wav,fearful,male,3
03-01-06-02-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-02-01-01-03.wav,fearful,male,3
03-01-06-02-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-02-01-02-03.wav,fearful,male,3
03-01-06-02-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-02-02-01-03.wav,fearful,male,3
03-01-06-02-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-06-02-02-02-03.wav,fearful,male,3
03-01-07-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-01-01-01-03.wav,disgust,male,3
03-01-07-01-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-01-01-02-03.wav,disgust,male,3
03-01-07-01-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-01-02-01-03.wav,disgust,male,3
03-01-07-01-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-01-02-02-03.wav,disgust,male,3
03-01-07-02-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-02-01-01-03.wav,disgust,male,3
03-01-07-02-01-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-02-01-02-03.wav,disgust,male,3
03-01-07-02-02-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-02-02-01-03.wav,disgust,male,3
03-01-07-02-02-02-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-07-02-02-02-03.wav,disgust,male,3
03-01-08-01-01-01-03.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_03\03-01-08-01-01-01-03.wav,surprised,male,3
